,symbol,description,type,exchange,currency_code,currency-logoid,base-currency-logoid,provider_id,source2,source_id,typespecs,prefix,logoid,params,contracts
748,MATHUSD,MATH / US Dollar,spot,Coinbase,USD,country/US,crypto/XTVCMATH,coinbase,"{'id': 'COINBASE', 'name': 'Coinbase', 'description': 'Coinbase'}",COINBASE,['crypto'],COINBASE,,,
749,FTMBTC,Fantom / Bitcoin,spot,Binance,BTC,crypto/XTVCBTC,crypto/XTVCFTM,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'defi']",BINANCE,,,
750,SUIUSDT.P,SUIUSDTPERP PERPETUAL MIX CONTRACT,swap,Bitget,USDT,crypto/XTVCUSDT,crypto/XTVCSUI,bitget,"{'id': 'BITGET', 'name': 'Bitget', 'description': 'Bitget'}",BITGET,"['crypto', 'perpetual']",BITGET,,,
751,INJUSDT.P,INJ / Tether PERPETUAL FUTURES,swap,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCINJ,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,"['crypto', 'perpetual', 'defi']",,,,
752,JOEUSDT,JOE / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCJOE,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'defi']",BINANCE,,,
753,ACHUSDT,ACH / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCACH,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
754,BATUSDT,Basic Attention Token / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCBAT,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'defi']",BINANCE,,,
755,SKLUSDT,SKL / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCSKL,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
756,ASTUSDT,AirSwap / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCAST,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'defi']",BINANCE,,,
757,NEOUSDT.P,NEO / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCNEO,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
758,LOCKINSOL_ATWMAA.USD,LOCK IN / Wrapped SOL on Solana (AtWMAA6T9t8cq8XCccCFPGDNNQYXhScuNuY6WVRi7FKe) in USD,spot,Raydium Solana,USD,,,raydium,"{'id': 'RAYDIUM', 'name': 'Raydium on Solana', 'description': 'Raydium on Solana'}",RAYDIUM,['crypto'],RAYDIUM,,,
759,HIFIUSDT,HIFI / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCHIFI,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'defi']",BINANCE,,,
760,ERNUSDT,ERN / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCERN,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
761,TRUUSDT,TrueFi / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCTRU,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'defi']",BINANCE,,,
762,OMNIUSDT,OMNI / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCOMNIN,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
763,TRXUSD,TRON / US Dollar,spot,Binance,USD,country/US,crypto/XTVCTRX,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'tv-calculated-pair', 'synthetic']",BINANCE,,,
764,AIUSDT.P,AI / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCAISL,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
765,NEARUSDT.P,NEAR / Tether PERPETUAL FUTURES,swap,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCNEAR,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,"['crypto', 'perpetual']",,,,
766,ADAUSD,Cardano,spot,CRYPTO,USD,country/US,crypto/XTVCADA,tvc,"{'id': 'CRYPTO', 'name': 'Crypto assets', 'description': 'Crypto assets'}",CRYPTO,"['crypto', 'cryptoasset', 'synthetic']",,,,
767,USASOL_HKPRCT.USD,American Coin / Wrapped SOL on Solana (HKprCtGbnh1j8xeQggzWhhVd3kwDUdphqPqDP8vMay8b) in USD,spot,Raydium Solana,USD,,,raydium,"{'id': 'RAYDIUM', 'name': 'Raydium on Solana', 'description': 'Raydium on Solana'}",RAYDIUM,['crypto'],RAYDIUM,,,
768,COTIUSDT.P,COTI / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCCOTI,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual', 'defi']",BINANCE,,,
769,FARTCOINUSDT,FARTCOIN / USDT,spot,MEXC,USDT,,,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,['crypto'],,,,
770,SOLUSDT,Solana / Tether,spot,Coinbase,USDT,crypto/XTVCUSDT,crypto/XTVCSOL,coinbase,"{'id': 'COINBASE', 'name': 'Coinbase', 'description': 'Coinbase'}",COINBASE,['crypto'],COINBASE,,,
771,DEGENUSDT.P,DEGENUSDT Perpetual Contract,swap,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCDEGEN4,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual']",BYBIT,,,
772,PAXGUSDT,PAX Gold / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCPAXG,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
773,MOODENGUSDT,MOODENGUSDT SPOT,spot,Bitget,USDT,crypto/XTVCUSDT,crypto/XTVCMOODENG,bitget,"{'id': 'BITGET', 'name': 'Bitget', 'description': 'Bitget'}",BITGET,['crypto'],BITGET,,,
774,DOGUSDT.P,DOGUSDT Perpetual Contract,swap,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCDOGG,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual']",BYBIT,,,
775,LINKUSDT.P,LINK / Tether PERPETUAL FUTURES,swap,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCLINK,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,"['crypto', 'perpetual', 'defi']",,,,
776,ETHBTC,Ethereum / Bitcoin,spot,Bitstamp,BTC,crypto/XTVCBTC,crypto/XTVCETH,bitstamp,"{'id': 'BITSTAMP', 'name': 'Bitstamp', 'description': 'Bitstamp'}",BITSTAMP,['crypto'],BITSTAMP,,,
777,DRIFTUSDT,DRIFTUSDT SPOT,spot,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCDRIFT,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,['crypto'],BYBIT,,,
778,REZUSDT,REZ / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCREZ,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
779,BIGTIMEUSDT,Big Time/Tether,spot,OKX,USDT,crypto/XTVCUSDT,crypto/XTVCBIGTIME,okx,"{'id': 'OKX', 'name': 'OKX', 'description': 'OKX'}",OKX,['crypto'],,,,
780,1000XECUSDT.P,1000XEC / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVC1000XEC,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
781,DOGEUSD,Dogecoin / U. S. Dollar,spot,Kraken,USD,country/US,crypto/XTVCDOGE,kraken,"{'id': 'KRAKEN', 'name': 'Kraken', 'description': 'Kraken'}",KRAKEN,['crypto'],KRAKEN,,,
782,STORJUSDT.P,STORJUSDT Perpetual Contract,swap,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCSTORJ,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual']",BYBIT,,,
783,JOEUSDT.P,JOE / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCJOE,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual', 'defi']",BINANCE,,,
784,1000TURBOUSDT.P,1000TURBOUSDT Perpetual Contract,swap,Bybit,USDT,,,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual']",BYBIT,,,
785,DOTBTC,DOT / Bitcoin,spot,Binance,BTC,crypto/XTVCBTC,crypto/XTVCDOT,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
786,USTCUSDT,USTC / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCUSTC,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
787,BSVUSDT,Bitcoin SV/Tether,spot,OKX,USDT,crypto/XTVCUSDT,crypto/XTVCBSV,okx,"{'id': 'OKX', 'name': 'OKX', 'description': 'OKX'}",OKX,['crypto'],,,,
788,APTUSDT.P,APT / Tether PERPETUAL FUTURES,swap,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCAPTO,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,"['crypto', 'perpetual']",,,,
789,HNTUSDT,Helium / Tether,spot,KuCoin,USDT,crypto/XTVCUSDT,crypto/XTVCHNT,kucoin,"{'id': 'KUCOIN', 'name': 'KuCoin', 'description': 'KuCoin'}",KUCOIN,['crypto'],KUCOIN,,,
790,XAIUSDT.P,XAI / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCXAI7,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
791,ZIGUSDT,ZIGUSDT SPOT,spot,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCZIG,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,['crypto'],BYBIT,,,
792,KNCUSDT.P,Kyber Network / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCKNC,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual', 'defi']",BINANCE,,,
793,BTCEUR,Bitcoin / Euro,spot,Bitstamp,EUR,country/EU,crypto/XTVCBTC,bitstamp,"{'id': 'BITSTAMP', 'name': 'Bitstamp', 'description': 'Bitstamp'}",BITSTAMP,['crypto'],BITSTAMP,,,
794,SUIUSDT.P,SUIUSDT Perpetual Swap Contract,swap,OKX,USDT,crypto/XTVCUSDT,crypto/XTVCSUI,okx,"{'id': 'OKX', 'name': 'OKX', 'description': 'OKX'}",OKX,"['crypto', 'perpetual']",,,,
795,TOTALDEFI,"Crypto Total DeFi Market Cap, $",index,CRYPTOCAP,USD,,,tvc,"{'id': 'CRYPTOCAP', 'name': 'Crypto Market Capitalization', 'description': 'Crypto Market Capitalization'}",CRYPTOCAP,"['crypto', 'defi', 'synthetic']",,crypto-total-market-cap,,
796,WOJAKUSDT,Wojak / USDT,spot,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCWOJAK,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,['crypto'],,,,
797,1000000MOGUSDT.P,1000000MOGUSDT Perpetual Contract,swap,Bybit,USDT,,,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual']",BYBIT,,,
798,MAVIAUSDT.P,MAVIA / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCMAVIA,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
799,ETHUSDT,ETHUSDT SPOT,spot,Bitget,USDT,crypto/XTVCUSDT,crypto/XTVCETH,bitget,"{'id': 'BITGET', 'name': 'Bitget', 'description': 'Bitget'}",BITGET,['crypto'],BITGET,,,
800,OMUSDT.P,OMUSDT Perpetual Contract,swap,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCOM,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual', 'defi']",BYBIT,,,
801,MAVIAUSDT.P,MAVIA / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCMAVIA,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
802,ALICEUSDT.P,ALICE / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCALICE,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
803,BRETTUSDT.P,BRETT / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCBRETT2,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
804,NEIROCTOUSDT.P,NEIROCTO / Tether PERPETUAL FUTURES,swap,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCNEIROF,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,"['crypto', 'perpetual']",,,,
805,GTCUSDT.P,GTC / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCGTCG,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
806,MASKUSDT.P,MASKUSDT Perpetual Contract,swap,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCMASK,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual']",BYBIT,,,
807,1000APUUSDT.P,1000APUUSDT Perpetual Contract,swap,Bybit,USDT,,,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual']",BYBIT,,,
808,SOLUSDT,SOLANA / TETHER,spot,CoinEx,USDT,crypto/XTVCUSDT,crypto/XTVCSOL,coinex,"{'id': 'COINEX', 'name': 'coinEx', 'description': 'coinEx'}",COINEX,['crypto'],COINEX,,,
809,MINAUSDT.P,MINA / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCMINA,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
810,SXPUSDT.P,SXPUSDT Perpetual Contract,swap,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCSXP,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual', 'defi']",BYBIT,,,
811,MOGUSD,MOG Coin,spot,CRYPTO,USD,country/US,crypto/XTVCMOG,tvc,"{'id': 'CRYPTO', 'name': 'Crypto assets', 'description': 'Crypto assets'}",CRYPTO,"['crypto', 'cryptoasset', 'synthetic']",,,,
812,TIAUSDT,TIAUSDT SPOT,spot,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCTIA2,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,['crypto'],BYBIT,,,
813,LDOUSDT.P,LDOUSDT Perpetual Contract,swap,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCLDO,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual', 'defi']",BYBIT,,,
814,CVCUSDT,Civic / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCCVC,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
815,SUNUSDT.P,SUN / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCSUN,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
816,ICPUSDT.P,ICPUSDT Perpetual Contract,swap,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCICP,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual']",BYBIT,,,
817,APTUSDT,Aptos / Tether,spot,KuCoin,USDT,crypto/XTVCUSDT,crypto/XTVCAPTO,kucoin,"{'id': 'KUCOIN', 'name': 'KuCoin', 'description': 'KuCoin'}",KUCOIN,['crypto'],KUCOIN,,,
818,MOVRUSDT,MOVR / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCMOVR,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
819,HNTUSD,Helium / US Dollar,spot,Coinbase,USD,country/US,crypto/XTVCHNT,coinbase,"{'id': 'COINBASE', 'name': 'Coinbase', 'description': 'Coinbase'}",COINBASE,['crypto'],COINBASE,,,
820,SUPERUSDT.P,SUPERUSDT Perpetual Contract,swap,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCSUPER,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual']",BYBIT,,,
821,SOLEUR,Solana / Euro,spot,Coinbase,EUR,country/EU,crypto/XTVCSOL,coinbase,"{'id': 'COINBASE', 'name': 'Coinbase', 'description': 'Coinbase'}",COINBASE,['crypto'],COINBASE,,,
822,CROUSDT,Cronos/Tether,spot,OKX,USDT,crypto/XTVCUSDT,crypto/XTVCCRO,okx,"{'id': 'OKX', 'name': 'OKX', 'description': 'OKX'}",OKX,['crypto'],,,,
823,AEROUSDT.P,AEROUSDT Perpetual Contract,swap,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCAEROD,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual']",BYBIT,,,
824,ETHUSD,Ethereum vs US Dollar,spot,PEPPERSTONE,USD,country/US,crypto/XTVCETH,pepperstone,"{'id': 'PEPPERSTONE', 'name': 'Pepperstone', 'description': 'Pepperstone'}",PEPPERSTONE,"['crypto', 'cfd']",,,,
825,BELUSDT.P,BEL / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCBEL,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual', 'defi']",BINANCE,,,
826,NEARBTC,NEAR / Bitcoin,spot,Binance,BTC,crypto/XTVCBTC,crypto/XTVCNEAR,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
827,MEMEUSDT.P,MEMEUSDT Perpetual Contract,swap,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCMEMECO,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual']",BYBIT,,,
828,METISUSDT,METIS / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCMETIS,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
829,GFIUSD,Goldfinch Protocol / US Dollar,spot,Coinbase,USD,country/US,crypto/XTVCGFIGOLDFINCHPROTOCOL,coinbase,"{'id': 'COINBASE', 'name': 'Coinbase', 'description': 'Coinbase'}",COINBASE,['crypto'],COINBASE,,,
830,AMBUSDT.P,AirDAO / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCAMB,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual', 'defi']",BINANCE,,,
831,AXLUSD,Axelar / US Dollar,spot,Coinbase,USD,country/US,crypto/XTVCAXL,coinbase,"{'id': 'COINBASE', 'name': 'Coinbase', 'description': 'Coinbase'}",COINBASE,['crypto'],COINBASE,,,
832,ACHUSDT.P,ACH / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCACH,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
833,BTCUSDT,Bitcoin / TetherUS,futures,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCBTC,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,,,,,"[{'symbol': 'BTCUSDT27Z2024', 'typespecs': ['crypto'], 'description': 'Dec 2024', 'prefix': 'BINANCE'}, {'symbol': 'BTCUSDT28H2025', 'typespecs': ['crypto'], 'description': 'Mar 2025', 'prefix': 'BINANCE'}]"
834,KMNOUSDT,KMNOUSDT SPOT,spot,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCKMNO,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'defi']",BYBIT,,,
835,CATSUSDT,CATS/Tether,spot,Gate.io,USDT,,,gateio,"{'id': 'GATEIO', 'name': 'Gate.io', 'description': 'Gate.io'}",GATEIO,['crypto'],GATEIO,,,
836,GOATUSDT,Goatseus Maximus/Tether,spot,Gate.io,USDT,,,gateio,"{'id': 'GATEIO', 'name': 'Gate.io', 'description': 'Gate.io'}",GATEIO,['crypto'],GATEIO,,,
837,ETHFIUSDT.P,ETHFI / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCETHFI,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual', 'defi']",BINANCE,,,
838,ARKUSDT,Ark / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCARK,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
839,UNFIUSDT.P,UNFIUSDT Perpetual Contract,swap,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCUNFI,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual', 'defi']",BYBIT,,,
840,ALPHUSDT,Alephium/Tether,spot,Gate.io,USDT,crypto/XTVCUSDT,crypto/XTVCALPH,gateio,"{'id': 'GATEIO', 'name': 'Gate.io', 'description': 'Gate.io'}",GATEIO,"['crypto', 'defi']",GATEIO,,,
841,NOTUSD,Notcoin,spot,CRYPTO,USD,country/US,crypto/XTVCNOT,tvc,"{'id': 'CRYPTO', 'name': 'Crypto assets', 'description': 'Crypto assets'}",CRYPTO,"['crypto', 'cryptoasset', 'synthetic']",,,,
842,FETUSDT,FETUSDT SPOT,spot,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCFET,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,['crypto'],BYBIT,,,
843,NKNUSDT.P,NKN / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCNKN,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
844,SEIUSDT.P,SEI / Tether PERPETUAL FUTURES,swap,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCSEI,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,"['crypto', 'perpetual']",,,,
845,SUIUSDT,Sui/Tether,spot,OKX,USDT,crypto/XTVCUSDT,crypto/XTVCSUI,okx,"{'id': 'OKX', 'name': 'OKX', 'description': 'OKX'}",OKX,['crypto'],,,,
846,XRPUSDT.P,XRP / Tether PERPETUAL FUTURES,swap,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCXRP,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,"['crypto', 'perpetual']",,,,
847,MAVUSDT,MAV / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCMAVE,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
848,POLYXUSDT,POLYX / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCPOLYX,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
849,TURBOUSD,Turbo,spot,CRYPTO,USD,country/US,crypto/XTVCTURBO,tvc,"{'id': 'CRYPTO', 'name': 'Crypto assets', 'description': 'Crypto assets'}",CRYPTO,"['crypto', 'cryptoasset', 'synthetic']",,,,
850,CVXUSDT,CVX / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCCVXCONVEXFINANCE,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'defi']",BINANCE,,,
851,CTXCUSDT,Cortex / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCCTXC,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
852,DOTUSD,Polkadot / U. S. Dollar,spot,Kraken,USD,country/US,crypto/XTVCDOT,kraken,"{'id': 'KRAKEN', 'name': 'Kraken', 'description': 'Kraken'}",KRAKEN,['crypto'],KRAKEN,,,
853,HEXUSD,HEX,spot,CRYPTO,USD,country/US,crypto/XTVCHEX,tvc,"{'id': 'CRYPTO', 'name': 'Crypto assets', 'description': 'Crypto assets'}",CRYPTO,"['crypto', 'cryptoasset', 'synthetic']",,,,
854,YFIUSDT.P,YFI / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCYFI,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual', 'defi']",BINANCE,,,
855,ADAUSDT,Cardano / Tether,spot,KuCoin,USDT,crypto/XTVCUSDT,crypto/XTVCADA,kucoin,"{'id': 'KUCOIN', 'name': 'KuCoin', 'description': 'KuCoin'}",KUCOIN,['crypto'],KUCOIN,,,
